title_1|artist_1|album_1|row_number_1|fingerprint|title_2|artist_2|album_2|row_number_2|similarities|score
You 'n' Me|Whitesnake|Lovehunter|8892|4598|You 'n' Me (Lovehunt er)|Whitesnake|Lovehunter|18513|[51.01521828903985, 49.28588885551308, 86.46647167633873, 86.46647167633873, 86.46647167633873, 86.46647167633873]|0.9284434024229439
Knockin' on Wood (Crazy Old Moon)|Roy Forbes|Crazy Old Moon|8911|4606|Roy Forbes - Knockin' on Wood|nan|Crazy Old Moon|14996|[51.84256715324045, 67.79412627731445, 0.0, 0.0, 93.9189937374782, 93.9189937374782]|0.9620168539161922
010-Dieting|Gerard Hffnung|Hoffnung - A Last Encore (unknown)|8919|4610|Dieting|Gerard Hoffnung|Hoffnung - A Last Encore|14556|[58.7654368125547, 58.7654368125547, 91.10142392535386, 91.10142392535386, 82.31693099493134, 84.3004715008333]|0.9583001251629639
Fortunes Won and Lost|D.V.S*|Coming Up for Air: dawn and DUSK|8924|8365|011-Fortunes Won and Lost|D.V.S*|Coming Up for Air: dawn and DUSK (2011)|12709|[89.63540250933653, 89.63540250933653, 69.8805788087798, 69.8805788087798, 89.85045984541435, 92.84547517359482]|0.998906393761482
009-Art Mechanique|SpectralE motions|Kopfgeister 1991-2001|8941|6558|Art Mechanique|Spectral Emotions|Kopfgeister 1991-2001|11234|[82.64871448898083, 82.64871448898083, 90.86291262372934, 90.86291262372934, 98.50044231795223, 98.50044231795223]|0.9992343909543807
008f-Me Deep|Sex Museum|Independence (1989)|8946|4623|Me Deep|Sex Museum|Independence|17308|[55.75182466832112, 55.75182466832112, 86.46647167633873, 86.46647167633873, 70.01471759671524, 75.47040987697876]|0.8344083608581833
014-Pretty|Tanya Morgan|Moonlighting (2006)|8956|6380|Pretty|Tanya Morgan|Moonlighting|11146|[52.41043410658485, 52.41043410658485, 90.92820467105875, 90.92820467105875, 70.01471759671524, 75.47040987697876]|0.7927049495037595
Amazing Grace 5 (Sacred, Choirs, Hymns)|Elfed Hayes|Sacred, Choirs, Hymns|8961|4631|Elfed Hayes - Amazing Grace 5|nan|Sacred, Choirs, Hymns|11902|[43.86678759120346, 64.80320894155057, 6.316637094683631, 6.316637094683631, 98.50044231795223, 98.50044231795223]|0.9632732408017751
Siniestro Total - Tumbado a la bartola|nan|De-hoy-no-pasa|8962|4632|010-Tumbado a la bartola|Siniestro Total|De hoy no pasa (2002)|10338|[67.44037720066663, 66.44860694771566, 9.92614400593142, 9.92614400593142, 59.16896605461127, 79.83114467685648]|0.7991656202148476
Deathby Whips|Tankard|Disco Destroyer|8966|4635|Death by Whips (Disco Destroyer)|Tankard|iDsco Destroyer|15173|[53.69213246356863, 51.8406796199973, 75.34030360583935, 75.34030360583935, 88.36980264178865, 88.36980264178865]|0.9472945981517759
Cab Calloway and His Orchestra - Miss Hallelujah Brown|nan| Calloway an His  Volume 2:  1935-1940|12846|6677|027-Miss Hallelujah Brown|Cab Calloway and His Orchestra|Cab Calloway and His Orchestra, Volume 2: 1935-1940 (2003)|13658|[55.622674968051214, 56.615937021052126, 5.414260366871684, 5.414260366871684, 76.96146523962507, 76.96146523962507]|0.7464696438838605
Pseudoscope|Enrico Pieranunzi, Marc Johnson & Joey Baron|Dream Dance|8972|4907|007-Pseudoscope|Enrico Pieranunzi, Marc Johnson & Joey Baron|Driam Dance |9487|[75.58173153920161, 75.58173153920161, 99.98492669249045, 99.98492669249045, 77.36012522247695, 80.91691258902762]|0.988663623220915
Believe Me|Madness|One Step Beyondâ€¦|8975|4639|Believe Me (One Step Beyondâ€¦)|Madness|One Step Beyondâ€¦|14374|[42.36857112140598, 48.421224138749686, 75.34030360583935, 75.34030360583935, 97.26762775527075, 97.26762775527075]|0.9579541572511237
Fue un placer conocerte (AntologÃ­a)|RocÃ­o DÃºrcal|AntologÃ­a|8978|4642|RocÃ­o DÃºrcal - Fue un placerc onocerte|nan|AntologÃ­a|12156|[57.95669802311415, 63.95221850826389, 5.414260366871684, 6.767825458589604, 86.46647167633873, 86.46647167633873]|0.9313701906465431
Der schwarze Mann (Orkus Compilation 34)|das-kollektiv.net|Orkus Compilation 34|8982|7233|Der schwarze Mann|das-kollektiv.net|Orkus Compilation 34|13961|[57.99760380238043, 59.93085726245978, 96.6626730039674, 96.6626730039674, 98.16843611112658, 98.16843611112658]|0.9922389974850087
Der schwarze Mann (Orkus Compilation 34)|das-kollektiv.net|Orkus Compilation 34|8982|7233|das-kollektiv.net - Der schwarze Mann|nan|Orkus Compilation 34|14309|[43.9731048785103, 54.96638109813787, 9.023767278119472, 9.023767278119472, 98.16843611112658, 98.16843611112658]|0.9415715535417334
Der schwarze Mann|das-kollektiv.net|Orkus Compilation 34|13961|7233|das-kollektiv.net - Der schwarze Mann|nan|Orkus Compilation 34|14309|[60.89748399249946, 62.8307374525788, 9.023767278119472, 9.023767278119472, 98.16843611112658, 98.16843611112658]|0.9822787976902508
017-Kapitan Fajur|Kabanos|Skarpetki musza miec wilgoc (2001)|8983|4645|Kapitan Fajur|Kabanos|Skarpetki muszÄ… mieÄ‡ wilgoÄ‡|16972|[80.53819869535295, 80.53819869535295, 75.34030360583935, 75.34030360583935, 74.81409358675002, 85.7868273128067]|0.9915537215049445
Year of the Cat (Mellow Rock Classics)|Al_Stewart|Mellow Rock Classics|8986|4647|Al Stewart - Year of the Cat|nan|Mel low Rock Classics|11081|[44.83359613275827, 57.78552390444399, 6.767825458589604, 6.767825458589604, 96.20506738890404, 81.47980197223507]|0.8733396896762001
Santaa Ãgueda|The Kagas|Nuevos hÃ©roes del rock|8993|7365|005-Santa Agueda|The Kagas|Nuevos heroes del rock (2002)|14230|[68.5608654283591, 74.19600505260779, 83.47011117784135, 83.47011117784135, 80.18580130468469, 87.11543845447225]|0.9869634872945635
Gong - New Age Transformation Try: No More Sages|nan|The Best of Gong|9001|9107|New Age Transformation Try: No More Sages (The Best of Gong)|Gong|The Best of Gong|17656|[75.99485261602669, 87.9940398711888, 13.084462553273235, 13.084462553273235, 95.92377960216338, 95.92377960216338]|0.9970696320049244
New Age Transformation Try: No More Sages - The Best of Gong|ong|nan|16521|9107|New Age Transformation Try: No More Sages (The Best of Gong)|Gong|The Best of Gong|17656|[96.99940401140172, 99.99938557876466, 38.80219929591373, 38.80219929591373, 4.96307200296571, 4.96307200296571]|0.10630330933733602
Dominus vobiscum - oremus (Le Manuscrit du Puy / Les PremiÃ¨res Polyphonies FranÃ§aises)|Ensemble Gilles Binchois|Le Manuscrit du Puy / Les PremiÃ¨res Polyphonies FranÃ§aises|9008|7064|Dominus vobiscum - oremus|Ensemble Gilles Binchois|Le Manuscrit du Puy / Les PremiÃ¨res Polyphonies FranÃ§aises|13633|[43.70353033204024, 45.69005443804207, 99.17702529509799, 99.17702529509799, 99.99938557876466, 99.99938557876466]|0.9749261319514209
Dominus vobiscum - oremus (Le Manuscrit du Puy / Les PremiÃ¨res Polyphonies FranÃ§aises)|Ensemble Gilles Binchois|Le Manuscrit du Puy / Les PremiÃ¨res Polyphonies FranÃ§aises|9008|7064|Ensemble Gilles Binchois - Dominus vobiscum - oremus|nan|Le Manuscrit du Puy / / Les PremiÃ¨res Polyphonies FranÃ§aises|15651|[35.998904430611695, 51.99841751088356, 6.767825458589604, 6.767825458589604, 97.99939786718937, 99.99938557876466]|0.9083989624685161
Dominus vobiscum - oremus|Ensemble Gilles Binchois|Le Manuscrit du Puy / Les PremiÃ¨res Polyphonies FranÃ§aises|13633|7064|Ensemble Gilles Binchois - Dominus vobiscum - oremus|nan|Le Manuscrit du Puy / / Les PremiÃ¨res Polyphonies FranÃ§aises|15651|[64.56203344505944, 64.56203344505944, 6.767825458589604, 6.767825458589604, 97.99939786718937, 99.99938557876466]|0.9871791425608134
006-Butterfly|Shebeen|Disband the RUC (unknown)|9013|4659|Butterfly|Shebeen|Disband the RUC|11652|[68.4454911658299, 68.4454911658299, 75.34030360583935, 75.34030360583935, 71.26596987241021, 75.06682159893874]|0.9420241664372159
Gerald Fried - Third Season Library Music: Mace Fight (from â€œCatspawâ€ M61) (LM117)|nan|Star Trek: The Original Series Soundtrack Collection|9018|7482|Third Season Library Music: Mace Fight (from â€œCatspawâ€ M61) (LM117) (Star Trek: The Original Series SoundtraAck Collection)|Gerald Fried|Star Trek: The Original Series Soundtrack Collection|14469|[66.9999977290388, 64.99999779682868, 5.865448730777657, 5.865448730777657, 99.99695675169916, 99.99695675169916]|0.9899139037697209
Last Prayer, (Pt. 2) (One second before...)|Anachronia|One second before...|9025|4667|Anachronia - Last Prayer, Part Two|nan|One second before...|14940|[43.950993893494825, 51.94208369231207, 20.754664739674787, 20.754664739674787, 98.16843611112658, 98.16843611112658]|0.9414919328571949
001-Get It Up for Love|Ned Doheny|Hard Candy (2005)|9035|4673|Get It Up for Love (Hard Candy)|Ned Doheny|Hard Candy|11468|[67.16514088659135, 74.07919950726986, 86.46647167633873, 86.46647167633873, 63.98518904049066, 69.17317734107098]|0.9188892091477152
001-Get It Up for Love|Ned Doheny|Hard Candy (2005)|9035|4673|Get Up for Love|Ned Dohey|Hard Candy|15803|[76.96724746220302, 76.96724746220302, 79.29660561894927, 79.29660561894927, 63.98518904049066, 69.17317734107098]|0.9510904717469023
Get It Up for Love (Hard Candy)|Ned Doheny|Hard Candy|11468|4673|Get Up for Love|Ned Dohey|Hard Candy|15803|[61.763840556088844, 64.61447935098525, 79.29660561894927, 79.29660561894927, 86.46647167633873, 86.46647167633873]|0.9774947519413049
Turn Off he Radio (explicit)|dead prez|Turn Off the Radio / We Need a Revolution|9037|4674|Turn Off the Radio (explicit) (Turn Off the Radio / We Need a Revolution)|dead prez|Turn Off the Radio / We Need a Revolution|14592|[54.79661749559344, 53.80031535930992, 83.47011117784135, 83.47011117784135, 99.97253464300279, 99.97253464300279]|0.9880287715741706
DebqÃ  Habaya (Chants HÃ©breux d'IsraÃ«l et d'Orient)|Ora Sittner & Youval Micenmacher|Chants HÃ©breux d'IsraÃ«l et d'Orient|9041|6024|020-Debqa Habaya|Ora Sittner & Youval Micenmacher|Chants Hebreux d'Israel et d'Orient (unknown)|11570|[30.695609472692283, 37.41027404484372, 99.8338442726826, 99.8338442726826, 79.95109977910963, 86.94682100978173]|0.6885355604221075
DebqÃ  Habaya (Chants HÃ©breux d'IsraÃ«l et d'Orient)|Ora Sittner & Youval Micenmacher|Chants HÃ©breux d'IsraÃ«l et d'Orient|9041|6024|DebqÃ  Habaya|Ora Sittner & Youval Micenmacher|Chants HÃ©breux d'IsraÃ«l et d'Orient|18938|[36.10333044964098, 36.10333044964098, 99.8338442726826, 99.8338442726826, 99.93887472388704, 99.93887472388704]|0.9429690449540103
020-Debqa Habaya|Ora Sittner & Youval Micenmacher|Chants Hebreux d'Israel et d'Orient (unknown)|11570|6024|DebqÃ  Habaya|Ora Sittner & Youval Micenmacher|Chants HÃ©breux d'IsraÃ«l et d'Orient|18938|[70.35520805571062, 74.98384016463895, 99.8338442726826, 99.8338442726826, 79.95109977910963, 86.94682100978173]|0.9904678190471526
Thunder|[no artist]|Sound Ideas: CD 6039 (unknown)|9048|8579|[no artist] - Thunder Thunder Clap With Ruble|nan|Sound Ideas: CD 6039|9479|[20.341881973576626, 21.84868804569341, 13.084462553273235, 14.88921600889713, 78.53474888890126, 81.47980197223507]|0.12196763630230856
Thunder|[no artist]|Sound Ideas: CD 6039 (unknown)|9048|8579|Thunder Thunder Clap With Rumble|[no artist]|Sound Ideas:C D 6039|14867|[27.122509298102166, 27.122509298102166, 88.9196841637666, 88.9196841637666, 74.6080114444562, 79.51643325001253]|0.3244225952541144
Thunder|[no artist]|Sound Ideas: CD 6039 (unknown)|9048|8579|Thunder Thunder Clap With Rumble (Sound Ideas: CD 6039)|[no artist]|Sound Ideas: CD 6039|16666|[17.32826982934305, 18.081672865401444, 88.9196841637666, 88.9196841637666, 78.53474888890126, 81.47980197223507]|0.20606087883785
[no artist] - Thunder Thunder Clap With Ruble|nan|Sound Ideas: CD 6039|9479|8579|Thunder Thunder Clap With Rumble|[no artist]|Sound Ideas:C D 6039|14867|[80.8654138608729, 84.85876763178021, 13.084462553273235, 14.88921600889713, 93.26001430557025, 95.22338302779278]|0.9967965591815003
[no artist] - Thunder Thunder Clap With Ruble|nan|Sound Ideas: CD 6039|9479|8579|Thunder Thunder Clap With Rumble (Sound Ideas: CD 6039)|[no artist]|Sound Ideas: CD 6039|16666|[61.99234859214663, 70.99123790390985, 13.084462553273235, 14.88921600889713, 98.16843611112658, 98.16843611112658]|0.9894308179638264
Thunder Thunder Clap With Rumble|[no artist]|Sound Ideas:C D 6039|14867|8579|Thunder Thunder Clap With Rumble (Sound Ideas: CD 6039)|[no artist]|Sound Ideas: CD 6039|16666|[73.87704476178513, 75.87372164723878, 88.9196841637666, 88.9196841637666, 93.26001430557025, 95.22338302779278]|0.9972872188717237
Thunder Thunder Clap With Rumble (Sound Ideas: CD 6039)|[no artist]|Sound Ideas: CD 6039|16666|8579|Thunder Thunder Clap With Rumble - Sound Ideas: CD 6039|[no artist]|nan|16713|[95.99839663672414, 99.99832982992098, 88.9196841637666, 88.9196841637666, 7.670202186401552, 8.121390550307526]|0.22866376883457254
003-Tonight|Camo & Krooked|Above & Beyond (2010)|9068|4692|Tonight|Camo & Krooked|Above & Beyond|10399|[58.7654368125547, 58.7654368125547, 93.9189937374782, 93.9189937374782, 75.13519498998257, 77.95276480210691]|0.9191744465031941
Checking to Make Sure (Yep)|The Gadgets|Love, Curiosity, Freckles and Doubt|9070|7718|003-Checking to Make Sure (Yep)|The Gadgets|Love, Curiosity, Freckles and Doubt (1980)|14923|[92.57995797233703, 92.57995797233703, 88.9196841637666, 88.9196841637666, 90.91701874113454, 92.91519497720343]|0.9994001369493877
007-Accident|LFATBACKER|Accident (1985)|9071|4693|Accident|FLATBACKER|Accdent|17972|[63.84827856042757, 63.84827856042757, 77.81982450870485, 77.81982450870485, 48.217794307737186, 52.73821252408755]|0.47074867761777583
Sleigh Ride (Christmas by Candlelight)|Moonlight Ensemble|Christmas by Candlelight|9075|4695|The Moonlight Ensemble - Sleigh Ride|nan|Christmas by Candlelight|16104|[37.97162973928168, 56.95744460892253, 8.572578914213498, 8.572578914213498, 99.17702529509799, 99.17702529509799]|0.9361091924832308
Stinky Winkles - Opus|nan|Miniatures One + Two|9076|7581|Opus ((Miniatures One + Two)|Stinky Winkles|Miniatures-One-+-Two|14140|[28.565128272206145, 32.50514596492424, 10.828520733743368, 10.828520733743368, 83.44317069445759, 98.16843611112658]|0.5238746118507891
Stinky Winkles - Opus|nan|Miniatures One + Two|9076|7581|Opus|Stinky Winkles|Miniatures One + Two|14653|[17.62147314824891, 19.273486255897247, 10.828520733743368, 10.828520733743368, 98.16843611112658, 98.16843611112658]|0.4278440880230346
Opus ((Miniatures One + Two)|Stinky Winkles|Miniatures-One-+-Two|14140|7581|Opus|Stinky Winkles|Miniatures One + Two|14653|[13.766775897069461, 16.520131076483352, 93.9189937374782, 93.9189937374782, 83.44317069445759, 98.16843611112658]|0.4079032044022134
007-O Christmas Tree|[unknown]|Smooth Jazz Christmas (2004)|9078|6783|O Christmas Tree|[unknown]|Smooth Jazz Christmas|18124|[85.37216384592541, 85.37216384592541, 83.47011117784135, 83.47011117784135, 84.71038039343892, 87.66539366297748]|0.9975348343382483
013-Dive into Gravity|nan|"   ""Zero Gravity Tracks"" (2008)"|9085|7244|ç†Šè°·æ–‡æµ - Dive into Gravity|nan|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Tracks"" Gravity"|15542|[66.98030077620751, 83.72537597025939, 45.11883639059736, 45.11883639059736, 19.959411387274088, 44.9086756213667]|0.2009376795727165
013-Dive into Gravity|nan|"   ""Zero Gravity Tracks"" (2008)"|9085|7244|Dive into Gravity|ç†Šè°·æ–‡æµ|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"""|18747|[86.02977897353098, 86.02977897353098, 0.0, 0.0, 27.94317594218372, 44.9086756213667]|0.38895731218371293
"Dive into Gravity (ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"")"|ç†Šè°·æ–‡æµ|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"""|12681|7244|"Dive into Gravity - ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"""|ç†Šè°·æ–‡æµ|nan|13980|[98.99999999999898, 99.99999999999896, 90.92820467105875, 90.92820467105875, 0.4511883639059736, 1.353565091717921]|0.14127466504672812
"Dive into Gravity (ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"")"|ç†Šè°·æ–‡æµ|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"""|12681|7244|ç†Šè°·æ–‡æµ - Dive into Gravity|nan|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Tracks"" Gravity"|15542|[17.97009196908287, 38.93519926634622, 0.0, 0.0, 93.99999999994678, 99.99999999994338]|0.6070995947494267
"Dive into Gravity (ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"")"|ç†Šè°·æ–‡æµ|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"""|12681|7244|Dive into Gravity|ç†Šè°·æ–‡æµ|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"""|18747|[18.365907870753805, 33.83193555138859, 90.92820467105875, 90.92820467105875, 99.99999999994338, 99.99999999994338]|0.8456707712190022
ç†Šè°·æ–‡æµ - Dive into Gravity|nan|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Tracks"" Gravity"|15542|7244|Dive into Gravity|ç†Šè°·æ–‡æµ|"ã€Žã‚½ãƒ‹ãƒƒã‚¯ãƒ©ã‚¤ãƒ€ãƒ¼ã‚º ã‚·ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚¹ã‚¿ãƒ¼ã‚¹ãƒˆãƒ¼ãƒªãƒ¼ã€ ã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯ ""Zero Gravity Tracks"""|18747|[66.6972443727375, 90.86291262372934, 0.0, 0.0, 93.99999999994678, 99.99999999994338]|0.9957359302946487
Burn|Steve Wynn & The Miracle 3|â€œBÃ¼rgerhausâ€ Heilbronn (Germany) 3.4.2003|9099|9356|010-Burn|Steve Wynn & The Miracle 3|Burgerhaus Heilbronn (Germany) 3.4.2003|18140|[36.89495940414616, 36.89495940414616, 99.44834355792392, 99.44834355792392, 88.9635335868708, 69.97131855147141]|0.6599415267425454
014-Sesenta y nueve|Macromassa|Puerta Heliogabal (1997)|9117|8180|Sesenta y nueve|Macromassa|Puerta HeliogÃ bal|10666|[83.61873798362797, 83.61873798362797, 86.46647167633873, 86.46647167633873, 73.92339709400576, 70.03269198379493]|0.9868971927367178
018-Oopaev|Urmas Alender|Kogutud teosed: Esimene osa, 19681980 (2000)|9122|4719|Ã–Ã¶pÃ¤ev|Urmas Alender|Kogutud teosed: Esimene osa, 1968â€“1980|15998|[26.71043557690923, 38.39625114180702, 92.57264217856661, 92.57264217856661, 87.97047928874458, 91.96913743823296]|0.7800597221071054
The Headless Horseman|The Fright|LBorn to Be Dead|9130|6637|013-The Headless Horseman|The Fright|Born to Be Dead (2009)|12768|[89.63540250933653, 89.63540250933653, 86.46647167633873, 86.46647167633873, 75.77978588570907, 53.71731657721149]|0.9844895150516239
026-Blue Shoes|The News|30 Seconds Before the Calico Wall! (1995)|9134|4726|Blue Shoes|The News|30 Seconds Before the Calico Wall!|13981|[71.76717149136114, 71.76717149136114, 79.81034820053446, 79.81034820053446, 90.89864646154612, 92.89641891125044]|0.9946435920247134
005-The Nine Yards|Cerryholmes|Cherryholmes II: Black and White (2007)|13723|9502|Cherryholmes - The Nine Yards|nan|Cherryholmes II: Black and White|18427|[62.25128176337328, 65.1693105960314, 0.0, 0.0, 89.85045984541435, 92.84547517359482]|0.9656260711139164
Afterglow (Escape)|Contagious Orgasm|Escape|9142|4731|Afterglow - Escape|Contagiou Orgasm|nan|10804|[86.56818870219097, 97.26762775527075, 93.04606621409849, 93.04606621409849, 9.92614400593142, 9.92614400593142]|0.17557077509013688
Afterglow (Escape)|Contagious Orgasm|Escape|9142|4731|Contagious Orgasm - Afterglow|nan|Escape|15215|[36.96169854700288, 54.469871542951616, 9.023767278119472, 9.023767278119472, 69.8805788087798, 69.8805788087798]|0.33545089491398417
Go Ahead (Pop Art Toasters)|Pop Art Toasters|Pop Art Toasters|9149|4922|Go Ahead|Pop Art Toasters|Pop Art Toasters|9523|[36.71276017224585, 38.30896713625654, 95.92377960216338, 95.92377960216338, 95.92377960216338, 95.92377960216338]|0.9210840898332285
Go Ahead (Pop Art Toasters)|Pop Art Toasters|Pop Art Toasters|9149|4922|Pop Art Toasters - Go Ahead|nan|Pop Art Toasters|16016|[58.73352172438585, 99.54834190573874, 4.96307200296571, 4.96307200296571, 95.92377960216338, 95.92377960216338]|0.995689204822493
Go Ahead|Pop Art Toasters|Pop Art Toasters|9523|4922|Pop Art Toasters - Go Ahead|nan|Pop Art Toasters|16016|[36.71276017224585, 38.30896713625654, 4.96307200296571, 4.96307200296571, 95.92377960216338, 95.92377960216338]|0.784088990205928
Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam|Arnold SchÃ¶nberg|SchÃ¶nberg: Piano music (Glenn Gould)|9159|4974|Arnold SchÃ¶nberg - Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam|nan|SchÃ¶nberg: Piano music (Glenn Gould)|10157|[83.99828644171346, 85.99824564270664, 9.023767278119472, 9.92614400593142, 99.93887472388704, 99.93887472388704]|0.9985287912876318
Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam|Arnold SchÃ¶nberg|SchÃ¶nberg: Piano music (Glenn Gould)|9159|4974|011-Sechs kleine Klavierstucke, Op. 19: III. Sehr langsam|Arnold Schonberg|Schonberg: Piano music (Glenn Gould) (1989)|11726|[93.99808244667935, 94.99806204717594, 87.29063943796868, 93.04606621409849, 87.9462097570206, 90.9443759987372]|0.9993580011590415
Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam|Arnold SchÃ¶nberg|SchÃ¶nberg: Piano music (Glenn Gould)|9159|4974|Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam (SchÃ¶nberg: Piano musi c (Glenn Gould))|Arnold SchÃ¶nberg|SchÃ¶nberg: Piano music (Glenn Gould)|13779|[71.9985312357544, 73.99849043674757, 96.6626730039674, 96.6626730039674, 99.93887472388704, 99.93887472388704]|0.9984117267407905
